property_type,district,land_area,num_floors,total_investment,total_revenue,gross_profit,annual_rent,roi
residential_compound,الملقا,4439.396353586133,4,42162568.14,39475112.38,-2687455.76,2125582.97,4.03
residential_compound,العارض,11322.197647182717,5,80565870.55,102560995.17,21995124.62,5522515.12,5.48
hotel,الملقا,3800.6792453623675,14,105272733.59,589257310.2,483984576.61,44194298.27,33.58
hotel,حطين,5937.298039942216,13,165091274.65,897719463.64,732628188.99,67328959.77,32.63
residential_compound,العارض,7726.184226983982,6,58149143.81,84610988.71,26461844.9,4555976.31,6.27
tower,العارض,6254.628180190778,12,109796537.16,491731049.24,381934512.08,26225655.96,19.11
villa,النرجس,1679.1887537268112,3,31986843.98,75833003.71,43846159.73,2676458.95,6.69
villa,العارض,1347.4993405440828,2,18763863.54,34057708.96,15293845.42,1202036.79,5.12
hotel,الياسمين,4436.301542014024,9,87357147.21,402887160.84,315530013.63,30216537.06,27.67
tower,الياسمين,7225.123173614322,10,133482580.43,523053760.75,389571180.32,27896200.57,16.72
residential_compound,حطين,7647.19178824359,6,83865568.03,103071909.8,19206341.77,5550025.91,5.29
residential_compound,القيروان,13970.89810042559,6,116659930.4,161824912.7,45164982.3,8713649.15,5.98
hotel,العارض,5177.533210170662,11,101567223.59,526865779.47,425298555.87,39514933.46,31.12
tower,الملقا,5230.896606432358,14,122604513.0,586072925.1,463468412.09,31257222.67,20.4
tower,حطين,5136.546555983673,16,135399919.39,699501330.68,564101411.28,37306737.64,22.04
villa,حطين,507.3440513289786,2,10693783.74,16197466.18,5503682.44,571675.28,4.28
tower,النرجس,5603.601370969935,11,107885047.28,459775492.49,351890445.2,24521359.6,18.18
administrative_building,الملقا,5115.274753982422,7,74524293.71,167003490.17,92479196.46,10735938.65,11.52
hotel,الملقا,9493.40316411852,8,202469619.33,822508450.14,620038830.81,61688133.76,24.37
administrative_building,القيروان,5600.923095012334,11,80548801.18,258801853.45,178253052.27,16637262.01,16.52
villa,النرجس,689.3066605744066,3,13395868.39,31129433.44,17733565.05,1098685.89,6.56
tower,العارض,7168.070209391331,16,151857563.0,759233036.49,607375473.49,40492428.61,21.33
tower,القيروان,5967.540590088618,15,128528339.91,633584973.59,505056633.67,33791198.59,21.03
residential_compound,القيروان,10765.786462699256,7,94220000.09,146253209.1,52033209.01,7875172.8,6.69
villa,الياسمين,1237.2798099154684,2,21868550.79,36867968.86,14999418.07,1301222.43,4.76
villa,القيروان,1288.6990121057265,3,22397832.88,55552914.84,33155081.96,1960691.11,7.0
residential_compound,حطين,4389.603901182808,6,48331799.35,59164837.22,10833037.87,3185798.93,5.27
tower,حطين,3369.103321884202,15,85898883.0,429244820.1,343345937.1,22893057.07,21.32
tower,العارض,7311.2266017996435,12,128268519.07,574799496.4,446530977.33,30655973.14,19.12
villa,العارض,1570.4979496507583,3,23663530.19,61252953.66,37589423.46,2161868.95,7.31
tower,الملقا,4176.31574150831,16,105578308.0,537139459.29,431561151.29,28647437.83,21.71
residential_compound,القيروان,11402.103824389455,7,99762324.31,154897580.45,55135256.14,8340638.95,6.69
hotel,الملقا,7865.996982099797,12,200875603.1,1040199440.91,839323837.81,78014958.07,31.07
tower,النرجس,5621.846308687502,15,128698368.92,636674094.46,507975725.54,33955951.7,21.11
administrative_building,حطين,4056.409592083451,11,73773659.79,227599057.6,153825397.81,14631367.99,15.87
hotel,القيروان,6689.732744300958,12,147323082.4,791529178.31,644206095.9,59364688.37,32.24
residential_compound,العارض,13910.88349759546,4,94988364.25,107202832.59,12214468.34,5772460.22,4.86
hotel,النرجس,8655.07935156556,11,198045461.6,990833484.17,792788022.57,74312511.31,30.02
administrative_building,النرجس,1724.3211316878082,11,27351133.98,85366828.43,58015694.45,5487867.54,16.05
hotel,الملقا,9838.200065346296,12,251127337.67,1301003576.64,1049876238.98,97575268.25,31.08
villa,حطين,1266.3998442923062,3,27526895.07,62390454.73,34863559.66,2202016.05,6.4
villa,الياسمين,1352.916200066263,2,23870332.34,40313655.76,16443323.42,1422834.91,4.77
villa,حطين,1546.8161107634971,3,33522475.26,76205442.51,42682967.25,2689603.85,6.42
tower,الياسمين,3120.433007904695,16,74942536.98,368285205.22,293342668.24,19641877.61,20.97
hotel,الملقا,5976.693452460091,14,165287205.42,926626552.87,761339347.45,69496991.47,33.64
administrative_building,القيروان,5335.065177313383,9,70024584.98,199462081.78,129437496.81,12822562.4,14.65
administrative_building,القيروان,5900.527546044403,9,77398779.73,220603023.36,143204243.64,14181622.93,14.66
hotel,القيروان,6119.815260621828,13,141236350.07,786518657.3,645282307.22,58988899.3,33.41
tower,حطين,7944.444738961448,10,165793756.13,663609399.6,497815643.47,35392501.31,17.08
hotel,القيروان,7640.881698238317,9,144136780.34,670258142.57,526121362.23,50269360.69,27.9
villa,الياسمين,1762.0580571038356,3,33049836.11,81022248.76,47972412.64,2859608.78,6.92
villa,العارض,1249.9914281201588,2,17438633.5,31593220.85,14154587.35,1115054.85,5.12
villa,حطين,1311.7699958102412,2,26935947.99,41879568.89,14943620.9,1478102.43,4.39
tower,العارض,2692.2117458153493,14,52416417.22,248407012.52,195990595.3,13248374.0,20.22
residential_compound,الياسمين,10940.860433291391,7,108873926.89,156738766.57,47864839.67,8439779.74,6.2
residential_compound,حطين,6022.581742422331,6,66144321.65,81174765.76,15030444.11,4370948.93,5.29
administrative_building,النرجس,6866.265742154822,5,81616127.34,145273017.44,63656890.1,9338979.69,9.15
tower,حطين,3582.9225324332633,19,104363710.75,582247304.79,477883594.04,31053189.59,23.8
tower,النرجس,4113.537210825081,16,98033386.48,497943679.37,399910292.89,26556996.23,21.67
hotel,الملقا,6903.958239739913,13,183612012.1,991684561.56,808072549.46,74376342.12,32.41
hotel,الياسمين,9924.489006120712,14,246974306.91,1425315413.1,1178341106.19,106898655.98,34.63
residential_compound,الملقا,10765.601875297356,5,104617963.75,112522070.8,7904107.06,6058880.74,4.63
hotel,حطين,8871.606462049916,12,237144460.41,1234927619.52,997783159.11,92619571.46,31.24
residential_compound,الملقا,4778.987054260735,5,46691478.74,49949972.69,3258493.95,2689613.91,4.61
villa,الياسمين,785.752468359064,3,14987206.42,36130155.7,21142949.28,1275181.97,6.81
hotel,الملقا,8204.049320671716,11,200874924.9,991377319.91,790502395.01,74353298.99,29.61
villa,حطين,1492.2457813567526,3,32355707.05,73516980.66,41161273.61,2594716.96,6.42
villa,القيروان,1458.083310599744,3,25282616.86,62854690.83,37572073.97,2218400.85,7.02
administrative_building,القيروان,1818.7262683531947,8,23022211.72,59976136.15,36953924.43,3855608.75,13.4
villa,القيروان,575.9061493660387,3,10258257.63,24826018.31,14567760.68,876212.41,6.83
tower,الملقا,3760.9915240170003,11,78011047.7,327876189.2,249865141.5,17486730.09,17.93
administrative_building,القيروان,3104.7284952446225,8,38982785.35,102384631.59,63401846.23,6581869.17,13.51
tower,العارض,7347.856412694118,15,148968547.74,728126646.4,579158098.65,38833421.14,20.85
tower,النرجس,5670.839789261277,18,145297425.32,774920257.2,629622831.89,41329080.38,22.76
villa,العارض,991.2276555781677,3,15101335.98,38660108.83,23558772.85,1364474.43,7.23
residential_compound,الياسمين,9421.803794408293,7,93820075.6,134976761.16,41156685.56,7267979.45,6.2
administrative_building,حطين,3007.98868036937,7,47242271.91,104342615.34,57100343.43,6707739.56,11.36
hotel,العارض,4802.610735384351,9,84159505.12,396503542.31,312344037.2,29737765.67,28.27
villa,النرجس,708.0108524378354,3,13747151.82,31974124.1,18226972.28,1128498.5,6.57
residential_compound,النرجس,10621.225077938856,4,90050654.76,89721736.72,-328918.03,4831170.44,4.29
villa,القيروان,1211.2870264229537,2,19637997.79,33837605.9,14199608.12,1194268.44,4.87
administrative_building,حطين,6912.887740672309,8,112342000.97,276816220.24,164474219.27,17795328.44,12.67
hotel,الملقا,3448.0113390388324,14,95546152.73,534579678.0,439033525.27,40093475.85,33.57
tower,الملقا,3629.0392414237763,14,85197138.89,406599824.76,321402685.87,21685323.99,20.36
villa,القيروان,602.4292996282567,3,10709973.4,25969371.64,15259398.24,916566.06,6.85
hotel,حطين,7934.795023008858,11,203818796.44,1009305926.93,805487130.49,75697944.52,29.71
administrative_building,الملقا,1593.3086930521154,9,25530272.14,68078893.84,42548621.7,4376500.32,13.71
hotel,القيروان,3541.8050282857407,11,74491434.12,382939959.66,308448525.54,28720496.97,30.84
villa,الملقا,1398.26614352461,3,28493625.77,66016689.0,37523063.23,2330000.79,6.54
hotel,القيروان,5894.257770808932,13,136047400.02,757530008.7,621482608.69,56814750.65,33.41
hotel,العارض,5373.195006045085,13,116672207.98,649941667.93,533269459.95,48745625.09,33.42
tower,حطين,7228.108933911065,14,177195333.71,857479597.97,680284264.26,45732245.22,20.65
administrative_building,القيروان,3866.2289440895565,6,43562318.96,93396492.6,49834173.65,6004060.24,11.03
tower,العارض,4349.265291799029,14,84401693.29,401301271.89,316899578.6,21402734.5,20.29
administrative_building,العارض,2368.968284055527,8,27008503.43,72541362.31,45532858.88,4663373.29,13.81
villa,القيروان,1890.7876843687181,2,30401967.71,52819626.66,22417658.95,1864222.12,4.91
residential_compound,الملقا,8908.166408145706,6,90137419.4,112563590.73,22426171.34,6061116.42,5.38
tower,الياسمين,6798.885551995962,14,150382423.64,699018919.42,548636495.79,37281009.04,19.83
hotel,العارض,9549.234553482698,12,196973247.11,1063402759.88,866429512.77,79755206.99,32.39
tower,الياسمين,7402.585181492431,17,183904567.26,929977523.12,746072955.86,49598801.23,21.58
administrative_building,القيروان,1913.7606564716766,7,22996014.29,54670400.67,31674386.38,3514525.76,12.23
tower,القيروان,2163.962144640036,15,46894037.53,229751918.33,182857880.8,12253435.64,20.9
tower,الياسمين,4803.225109996165,19,128227795.99,676480220.46,548252424.47,36078945.09,22.51
residential_compound,حطين,6675.102271056032,6,73262015.57,89969698.45,16707682.88,4844522.22,5.29
residential_compound,القيروان,14606.805334159864,4,112133633.58,119060070.28,6926436.69,6410926.86,4.57
villa,العارض,790.9250637822552,2,11199462.54,19990433.26,8790970.71,705544.7,5.04
tower,النرجس,3772.2432251695523,17,93369781.24,486053539.56,392683758.32,25922855.44,22.21
residential_compound,الياسمين,6140.050571839558,4,54764887.36,52777418.7,-1987468.66,2841861.01,4.15
hotel,الياسمين,4229.74836777849,14,105516949.46,607459541.59,501942592.13,45559465.62,34.54
tower,حطين,2193.7146475967047,10,46106686.1,183243726.66,137137040.55,9772998.76,16.96
hotel,حطين,6442.835156402257,12,172344841.97,896842653.77,724497811.8,67263199.03,31.22
administrative_building,حطين,2679.7369472693667,9,45512456.51,121656037.8,76143581.3,7820745.29,13.75
villa,الياسمين,1187.0117413191188,3,22410904.23,54580699.08,32169794.86,1926377.61,6.88
tower,العارض,5974.355088439425,16,126643315.36,632796223.02,506152907.67,33749131.89,21.32
administrative_building,النرجس,3773.658605077354,7,49813228.21,115502255.75,65689027.54,7425145.01,11.92
villa,العارض,1684.8934965431258,2,23349387.51,42585261.9,19235874.39,1503009.24,5.15
villa,العارض,1474.8905454547694,3,22250357.15,57524049.78,35273692.62,2030260.58,7.3
tower,النرجس,7516.993513248816,17,185612342.72,968564614.18,782952271.47,51656779.42,22.26
villa,حطين,503.141817957007,3,11207675.21,24787784.8,13580109.59,874862.99,6.24
villa,الياسمين,823.4406818483997,3,15684476.05,37863120.06,22178644.0,1336345.41,6.82
administrative_building,الملقا,5107.642517155962,8,77631586.08,192496831.19,114865245.11,12374796.29,12.75
residential_compound,النرجس,10268.20666687191,7,97997963.34,144566081.66,46568118.33,7784327.47,6.35
hotel,حطين,7789.689324302463,10,191920563.59,897372210.16,705451646.57,67302915.76,28.05
villa,الياسمين,693.9678099911963,2,12463276.76,20678575.21,8215298.46,729832.07,4.68
tower,الياسمين,2821.643079135964,12,57538893.6,247186514.89,189647621.3,13183280.79,18.33
administrative_building,العارض,3637.4359979085903,9,43520879.65,126279046.82,82758167.17,8117938.72,14.92
villa,الملقا,1521.6445477717507,3,30968103.05,71841784.45,40873681.39,2535592.39,6.55
residential_compound,حطين,10345.058414423092,4,106342017.93,98120810.05,-8221207.88,5283428.23,3.97
residential_compound,حطين,11915.133206666484,7,135091005.24,188354425.73,53263420.5,10142161.39,6.01
administrative_building,الملقا,2248.2144782344867,9,35839144.1,96061708.23,60222564.12,6175395.53,13.78
administrative_building,حطين,3934.4488954555886,7,61654287.02,136480130.51,74825843.49,8773722.68,11.38
tower,القيروان,5466.940848312163,17,127734050.3,660389370.29,532655319.99,35220766.42,22.06
villa,القيروان,1845.8335108048436,2,29689848.64,51563820.58,21873971.94,1819899.55,4.9
tower,الياسمين,6923.488760384207,19,184632109.75,975095502.65,790463392.9,52005093.47,22.53
administrative_building,حطين,6418.950601091658,6,96259256.67,188290287.46,92031030.79,12104375.62,10.06
administrative_building,الملقا,5076.4139783916735,5,67565269.21,114564510.66,46999241.46,7364861.4,8.72
hotel,العارض,5750.312965367895,8,94640126.37,419542833.95,324902707.58,31465712.55,26.6
tower,الياسمين,7750.426301438403,14,171366276.01,796850392.15,625484116.14,42498687.58,19.84
hotel,النرجس,7240.171166885362,9,150538748.29,672467097.98,521928349.69,50435032.35,26.8
tower,القيروان,3397.9990385357232,12,64103016.99,286228325.26,222125308.27,15265510.68,19.05
administrative_building,القيروان,2688.991290668315,8,33823070.91,88674865.79,54851794.88,5700527.09,13.48
tower,حطين,6217.541516198188,15,158142396.7,792153648.8,634011252.09,42248194.6,21.37
tower,حطين,7822.5675609638865,11,170375723.84,722071876.92,551696153.08,38510500.1,18.08
administrative_building,الياسمين,3225.049544590444,6,43023879.04,86811238.63,43787359.59,5580722.48,10.38
residential_compound,العارض,13269.461711569898,7,104747969.05,170432966.22,65684997.17,9177159.72,7.01
hotel,النرجس,3067.982183077935,8,60827889.36,251819977.59,190992088.22,18886498.32,24.84
hotel,القيروان,7018.436738080552,11,147170420.01,758833380.12,611662960.11,56912503.51,30.94
residential_compound,العارض,9023.956763838352,5,64303518.06,81742609.95,17439091.89,4401525.15,5.48
villa,العارض,1366.413856518296,3,20646963.21,53293214.84,32646251.62,1880936.99,7.29
administrative_building,العارض,6354.28332212557,6,63681473.34,142536106.34,78854633.0,9163035.41,11.51
residential_compound,حطين,5307.54407170145,6,58344690.73,71537202.02,13192511.28,3852003.19,5.28
administrative_building,القيروان,3474.7008212331602,9,45763573.41,129908639.6,84145066.19,8351269.69,14.6
hotel,النرجس,4203.975723501901,8,83184242.24,345062327.39,261878085.15,25879674.55,24.89
residential_compound,النرجس,12825.165984508218,7,122289076.85,180565511.9,58276435.04,9722758.33,6.36
hotel,الياسمين,3630.693790410369,8,67763062.87,291384960.84,223621897.97,21853872.06,25.8
villa,حطين,1037.4796119956281,2,21397750.85,33122574.09,11724823.25,1169032.03,4.37
tower,حطين,4756.399959407103,18,134069165.86,731207311.26,597138145.4,38997723.27,23.27
hotel,الياسمين,3062.6418579442275,13,73310249.8,407502875.05,334192625.25,30562715.63,33.35
administrative_building,الملقا,6722.3996039529775,6,93561956.91,185592008.27,92030051.35,11930914.82,10.2
villa,الياسمين,1035.6372320958708,2,18377916.12,30859503.99,12481587.86,1089158.96,4.74
residential_compound,النرجس,11794.509442320776,7,112497839.7,166054898.44,53557058.74,8941417.61,6.36
administrative_building,القيروان,2408.4026073433397,9,31857978.4,90042948.28,58184969.88,5788475.25,14.54
villa,القيروان,1163.2283015704716,2,18876699.53,32495073.41,13618373.89,1146884.94,4.86
administrative_building,القيروان,3505.083487862341,10,48367996.36,146501974.54,98133978.18,9417984.08,15.58
hotel,القيروان,9504.593628996681,12,209123353.12,1124583518.18,915460165.06,84343763.86,32.27
villa,القيروان,1994.2231073301184,2,32040488.24,55709121.06,23668632.82,1966204.27,4.91
hotel,القيروان,3259.8677178313064,11,68597534.64,352456897.65,283859363.01,26434267.32,30.83
villa,العارض,1634.7509919084318,2,22667900.73,41317922.63,18650021.9,1458279.62,5.15
villa,النرجس,1915.747157771336,3,36429647.37,86516099.52,50086452.15,3053509.39,6.71
administrative_building,الملقا,5629.585686130757,5,74878752.36,127048489.76,52169737.41,8167402.91,8.73
tower,النرجس,2554.453318545344,18,65697123.89,349066045.98,283368922.09,18616855.79,22.67
hotel,النرجس,5042.51418421876,12,120865238.72,631726177.0,510860938.28,47379463.27,31.36
tower,العارض,5802.51365659855,18,133574169.57,693799304.78,560225135.21,37002629.59,22.16
administrative_building,حطين,4499.234745063226,6,67605577.8,131978302.39,64372724.59,8484319.44,10.04
residential_compound,الياسمين,11453.9471510066,7,113958616.27,164089246.89,50130630.62,8835574.83,6.2
villa,النرجس,642.165526959323,3,12510510.76,29000516.28,16490005.52,1023547.63,6.55
villa,الياسمين,896.9140189847155,2,15976478.58,26725885.17,10749406.59,943266.54,4.72
hotel,القيروان,3257.126168785274,8,58280275.13,252492420.6,194212145.48,18936931.55,25.99
villa,العارض,1572.496112688772,2,21821794.67,39744446.12,17922651.46,1402745.16,5.14
villa,النرجس,1308.9054697794802,3,25032553.63,59110825.47,34078271.84,2086264.43,6.67
residential_compound,حطين,12970.010409377348,6,141926873.55,174814988.3,32888114.76,9413114.75,5.31
tower,العارض,6989.209857329335,16,148079585.21,740288371.58,592208786.36,39482046.48,21.33
administrative_building,العارض,4710.1569470893755,9,56222968.41,163520163.65,107297195.24,10512010.52,14.96
administrative_building,حطين,2592.4599300964182,5,37511807.16,62163300.43,24651493.27,3996212.17,8.52
residential_compound,حطين,8796.94746578365,6,96407102.96,118568776.72,22161673.77,6384472.59,5.3
residential_compound,الملقا,12920.731697416313,4,121853195.03,114891146.25,-6962048.78,6186446.34,4.06
hotel,النرجس,6789.982180452705,10,148335811.89,703985352.47,555649540.58,52798901.44,28.48
hotel,القيروان,5053.136200203884,13,116697398.29,649429064.45,532731666.16,48707179.83,33.39
villa,العارض,781.8378697639705,2,11075958.49,19760756.7,8684798.21,697438.47,5.04
tower,حطين,7443.277541423252,16,196003509.21,1013634839.69,817631330.48,54060524.78,22.07
residential_compound,النرجس,9796.751153237847,6,89678809.5,117602160.19,27923350.69,6332424.01,5.65
residential_compound,العارض,4880.999715590641,4,33621274.07,37614936.21,3993662.14,2025419.64,4.82
hotel,الياسمين,3276.343774641491,9,64633574.55,297544436.24,232910861.69,22315832.72,27.62
villa,القيروان,1345.1250416667124,3,23358824.58,57985314.01,34626489.43,2046540.49,7.01
administrative_building,العارض,6497.850248734391,7,69203753.48,172365224.62,103161471.14,11080621.58,12.81
villa,العارض,641.1136304991533,3,9926300.57,25004874.1,15078573.52,882524.97,7.11
hotel,الملقا,4391.48258096154,13,116956032.87,630792557.93,513836525.06,47309441.84,32.36
residential_compound,النرجس,5034.106612047764,5,44327273.23,49985658.19,5658384.96,2691535.44,4.86
villa,حطين,742.461505562939,3,16324569.45,36578108.53,20253539.08,1290992.07,6.33
hotel,النرجس,4514.040074571431,8,89286308.67,370512409.32,281226100.65,27788430.7,24.9
villa,النرجس,1954.9152110974267,2,34838913.48,57211571.11,22372657.63,2019231.92,4.64
administrative_building,النرجس,3192.4300493830933,7,42210177.48,97712302.74,55502125.26,6281505.18,11.91
tower,الملقا,6095.122806674766,14,142786355.34,682901368.71,540115013.37,36421406.33,20.41
tower,الياسمين,7021.158631708374,11,136116337.66,561683914.09,425567576.43,29956475.42,17.61
administrative_building,النرجس,3538.616060447566,7,46738636.69,108308191.07,61569554.38,6962669.43,11.92
tower,الملقا,4385.547829768981,14,102863505.69,491359519.81,388496014.12,26205841.06,20.38
tower,العارض,7077.743924858452,19,169271886.97,894582596.2,725310709.23,47711071.8,22.55
villa,النرجس,549.5209248984593,3,10770552.49,24816639.73,14046087.24,875881.4,6.51
tower,النرجس,5479.389273782899,14,120462323.57,577801598.92,457339275.35,30816085.28,20.47
villa,الملقا,1156.6562584875,3,23647897.92,54609501.1,30961603.18,1927394.16,6.52
tower,حطين,7398.426577570124,18,208290298.63,1137369365.8,929079067.17,60659699.51,23.3
hotel,الياسمين,5821.310488350051,14,145051352.53,836033327.09,690981974.56,62702499.53,34.58
villa,الياسمين,1281.7584767403982,3,24163813.58,58937305.57,34773492.0,2080140.2,6.89
villa,حطين,1944.115159433061,2,39703629.18,62067820.58,22364191.4,2190628.96,4.41
villa,الملقا,1331.9445841821162,3,27163480.58,62885432.64,35721952.06,2219485.86,6.54
tower,الياسمين,6607.869498138247,14,146170042.11,679379842.61,533209800.51,36233591.61,19.83
hotel,الياسمين,9574.889455387674,10,198075718.36,970663993.43,772588275.07,72799799.51,29.4
tower,حطين,5401.643404662802,17,147280171.85,783001971.78,635721799.93,41760105.16,22.68
administrative_building,الملقا,2185.3418505410646,11,37602996.8,115403532.44,77800535.64,7418798.51,15.78
tower,القيروان,2082.9089988134997,18,50840775.95,266840170.02,215999394.07,14231475.73,22.39
hotel,القيروان,3329.29481888977,14,80536186.87,461839777.28,381303590.41,34637983.3,34.41
tower,حطين,7096.235838264848,10,148140408.38,592757449.87,444617041.48,31613730.66,17.07
administrative_building,النرجس,4196.529996038973,8,57988622.78,148273896.09,90285273.31,9531893.32,13.15
administrative_building,العارض,6094.600999064665,7,64936973.17,161668433.4,96731460.23,10392970.72,12.8
villa,القيروان,521.127692287521,3,9325325.73,22464642.28,13139316.55,792869.73,6.8
tower,حطين,4123.229371609743,10,86264711.3,344418503.45,258153792.15,18368986.85,17.03
tower,الياسمين,7624.487681977994,13,161650730.82,725917941.59,564267210.78,38715623.55,19.16
villa,العارض,1783.0585413199842,3,26805388.3,69543294.99,42737906.69,2454469.24,7.33
hotel,الملقا,5104.441804677974,10,119791849.39,558630111.1,438838261.71,41897258.33,27.98
residential_compound,الملقا,7196.413534960642,5,70082497.36,75216914.27,5134416.9,4050141.54,4.62
villa,النرجس,1469.6682646985632,3,28051839.68,66370953.67,38319113.99,2342504.25,6.68
tower,القيروان,4853.3356439500985,10,82532039.08,337837660.84,255305621.76,18018008.58,17.47
villa,العارض,1129.6222872840526,3,17146947.03,44057810.85,26910863.83,1554981.56,7.25
administrative_building,النرجس,5957.438789847439,10,89638816.12,266789002.61,177150186.48,17150721.6,15.31
villa,الياسمين,1302.8825197491997,3,24554629.5,59908622.87,35353993.37,2114421.98,6.89
villa,الياسمين,1398.386289449143,2,24657465.06,41668555.3,17011090.24,1470654.89,4.77
villa,النرجس,1736.577529284239,2,30998135.32,50821809.68,19823674.37,1793710.93,4.63
residential_compound,العارض,12465.256462587487,6,93540535.26,136509516.57,42968981.31,7350512.43,6.29
residential_compound,القيروان,9547.789947565356,4,73452401.94,77824035.86,4371633.92,4190525.01,4.56
villa,القيروان,1820.272284038404,3,31451057.27,78467842.55,47016785.28,2769453.27,7.04
hotel,العارض,7284.5443175745,8,119770835.92,531480353.41,411709517.49,39861026.51,26.62
administrative_building,الياسمين,3208.739100005252,6,42808564.86,86372197.35,43563632.49,5552498.4,10.38
residential_compound,الياسمين,10062.231855892045,7,100166717.69,144151533.57,43984815.88,7762005.65,6.2
tower,الملقا,2644.4713693798717,14,62205017.65,296288225.02,234083207.37,15802038.67,20.32
villa,الملقا,827.5297668926903,3,17046937.0,39070369.77,22023432.76,1378954.23,6.47
hotel,العارض,3136.8708987923333,8,51831945.32,228866100.78,177034155.45,17164957.56,26.49
residential_compound,القيروان,13567.92087862949,5,107989340.88,129994249.94,22004909.05,6999690.38,5.19
villa,حطين,900.8822829452947,3,19711764.09,44382866.55,24671102.46,1566454.11,6.36
residential_compound,الملقا,11618.720721935842,4,109619499.9,103313664.66,-6305835.24,5563043.48,4.06
villa,النرجس,1221.0244369064412,2,21929040.87,35733890.66,13804849.79,1261196.14,4.6
residential_compound,الملقا,14903.327549780386,5,144654597.37,155769579.55,11114982.18,8387592.75,4.64
villa,حطين,1599.9776689666926,3,34659122.54,78824499.84,44165377.3,2782041.17,6.42
administrative_building,النرجس,4812.763002591824,11,75533915.6,238267864.35,162733948.75,15317219.85,16.22
administrative_building,العارض,6844.569966207929,7,72872394.81,181562485.21,108690090.4,11671874.05,12.81
residential_compound,الياسمين,8285.762820575817,6,79313890.53,101208935.7,21895045.17,5449711.92,5.5
administrative_building,النرجس,5003.075508287569,5,59591355.58,105852570.07,46261214.48,6804808.08,9.14
hotel,العارض,5997.010586393422,9,104977894.52,495113194.01,390135299.49,37133489.55,28.3
hotel,العارض,7492.13871377578,11,146771469.08,762400035.51,615628566.43,57180002.66,31.17
villa,العارض,1705.6610045030875,2,23631638.71,43110155.47,19478516.76,1521534.9,5.15
administrative_building,حطين,5007.117637758862,10,87804174.31,254128745.03,166324570.72,16336847.89,14.88
administrative_building,الملقا,6645.7956097586875,11,113435171.16,350951174.56,237516003.4,22561146.94,15.91
hotel,العارض,9232.134727267055,10,171059849.76,850833536.46,679773686.71,63812515.23,29.84
tower,النرجس,5532.39128942511,10,101485295.92,410780053.24,309294757.32,21908269.51,17.27
administrative_building,النرجس,1986.0302696923918,6,25178062.89,51403428.46,26225365.57,3304506.11,10.5
residential_compound,الملقا,14294.817705401665,7,149973793.2,211849198.39,61875405.2,11407264.53,6.08
villa,العارض,1864.313182477474,2,25787880.46,47120049.61,21332169.15,1663060.57,5.16
villa,الياسمين,1008.7051669452212,2,17911695.14,30056993.08,12145297.94,1060835.05,4.74
hotel,النرجس,8488.771166022652,8,167509016.55,696758337.31,529249320.76,52256875.3,24.96
administrative_building,النرجس,4687.768130474144,11,73583870.6,232079680.72,158495810.12,14919408.05,16.22
administrative_building,حطين,2484.6523046014777,9,42231913.15,112799487.65,70567574.5,7251395.63,13.74
tower,حطين,4955.087111601687,13,117105138.32,544347288.5,427242150.18,29031855.39,19.83
hotel,العارض,4880.071427089663,14,111130019.97,637142125.52,526012105.55,47785659.41,34.4
residential_compound,الملقا,14608.986445609256,7,153259998.22,216505179.12,63245180.9,11657971.18,6.09
hotel,القيروان,3492.67370459939,13,80798958.57,448878424.52,368079465.94,33665881.84,33.33
hotel,القيروان,9522.482388639408,10,189518887.83,932441475.5,742922587.67,69933110.66,29.52
administrative_building,الياسمين,6744.48207505458,10,106480002.7,314116159.27,207636156.57,20193181.67,15.17
residential_compound,الملقا,10054.505457510786,5,97737394.81,105089691.04,7352296.24,5658675.67,4.63
villa,العارض,1009.8600878905702,3,15376741.96,39386815.61,24010073.65,1390122.9,7.23
tower,الياسمين,3764.9404183901324,13,80050252.8,358455271.06,278405018.26,19117614.46,19.11
villa,الياسمين,1646.8296281318694,3,30917994.95,75723861.23,44805866.28,2672606.87,6.92
hotel,الياسمين,5600.927380891806,14,139577036.14,804382786.73,664805750.59,60328709.01,34.58
residential_compound,الملقا,8719.351616068227,4,82377027.78,77532474.57,-4844553.21,4174825.55,4.05
tower,الياسمين,2766.6862907335835,13,58944664.9,263412743.38,204468078.48,14048679.65,19.07
residential_compound,الملقا,14246.622711825383,5,138300321.36,148905700.58,10605379.22,8017999.26,4.64
villa,النرجس,737.6773083807595,3,14304317.53,33313876.09,19009558.56,1175783.86,6.58
administrative_building,الملقا,6705.4827770717975,11,114449912.69,354103134.49,239653221.8,22763772.93,15.91
tower,القيروان,4242.240910583461,12,79917777.86,357342511.7,277424733.84,19058267.29,19.08
administrative_building,حطين,2824.6869220876033,10,49729488.04,143362747.7,93633259.66,9216176.64,14.83
tower,النرجس,7617.887290960925,11,146503944.09,625047652.22,478543708.14,33335874.79,18.2
hotel,العارض,5792.1201026077815,9,101406653.39,478197435.67,376790782.28,35864807.68,28.29
villa,الملقا,1712.080526437294,2,32750111.21,52382387.77,19632276.55,1848790.16,4.52
tower,الملقا,2910.497062795226,17,76363039.64,398456143.2,322093103.56,21250994.3,22.26
villa,العارض,945.4607471864192,2,13299757.02,23896284.02,10596527.0,843398.26,5.07
tower,القيروان,5584.1893331821975,18,135545500.44,715387005.36,579841504.91,38153973.62,22.52
residential_compound,القيروان,8631.180246033957,7,75627579.94,117254583.64,41627003.7,6313708.35,6.68
